Model Name,Action,Source File,Target File,Score,Top 3 Candidates,Message
"Axis, The Harmonic Enforcer",COPIED,portrait convergence axis the harmonic enforcer.png,"Axis, The Harmonic Enforcer.png",100,portrait convergence axis the harmonic enforcer.png (100) | option dusk geist head arc node.png (59) | portrait cryx asphyxious the hellbringer.png (58),"'portrait convergence axis the harmonic enforcer.png' → 'Axis, The Harmonic Enforcer.png'  (score 100)"
Eminent Configurator Orion,COPIED,portrait convergence eminent configurator orion.png,Eminent Configurator Orion.png,100,portrait convergence eminent configurator orion.png (100) | Khador_Vorony.png (70) | CG_Toro.png (62),'portrait convergence eminent configurator orion.png' → 'Eminent Configurator Orion.png'  (score 100)
"Father Lucant, The Divinity Architect",COPIED,portrait convergence father lucant the divinity architect.png,"Father Lucant, The Divinity Architect.png",100,portrait convergence father lucant the divinity architect.png (100) | TA_Targ.png (57) | portrait protectorate attendant priest.png (56),"'portrait convergence father lucant the divinity architect.png' → 'Father Lucant, The Divinity Architect.png'  (score 100)"
Forge Master Syntherion,COPIED,portrait convergence forge master syntherion.png,Forge Master Syntherion.png,100,portrait convergence forge master syntherion.png (100) | portrait orgoth vulcar forge master.png (69) | portrait trollblood horgle forge master.png (69),'portrait convergence forge master syntherion.png' → 'Forge Master Syntherion.png'  (score 100)
Iron Mother Directrix,COPIED,portrait convergence iron mother directrix & exponent servitors.png,Iron Mother Directrix.png,100,portrait convergence iron mother directrix & exponent servitors.png (100) | portrait convergence iron mother directrix.png (100) | portrait grymkin the dreamer.png (63),'portrait convergence iron mother directrix & exponent servitors.png' → 'Iron Mother Directrix.png'  (score 100)
Accretion Servitors,COPIED,portrait convergence accretion servitors.png,Accretion Servitors.png,100,portrait convergence accretion servitors.png (100) | portrait convergence elimination servitors.png (88) | portrait convergence ionization servitors.png (88),'portrait convergence accretion servitors.png' → 'Accretion Servitors.png'  (score 100)
Algorithmic Dispersion Optifex,COPIED,portrait convergence algorithmic dispersion optifex.png,Algorithmic Dispersion Optifex.png,100,portrait convergence algorithmic dispersion optifex.png (100) | Khador_Zenith.png (57) | CG_Syvestro.png (55),'portrait convergence algorithmic dispersion optifex.png' → 'Algorithmic Dispersion Optifex.png'  (score 100)
Attunement Servitors,COPIED,portrait convergence attunement servitors.png,Attunement Servitors.png,100,portrait convergence attunement servitors.png (100) | portrait convergence exponent servitors.png (82) | portrait convergence iron mother directrix & exponent servitors.png (82),'portrait convergence attunement servitors.png' → 'Attunement Servitors.png'  (score 100)
Elimination Servitors,COPIED,portrait convergence elimination servitors.png,Elimination Servitors.png,100,portrait convergence elimination servitors.png (100) | portrait mercenary annihilation servitors.png (86) | portrait convergence ionization servitors.png (84),'portrait convergence elimination servitors.png' → 'Elimination Servitors.png'  (score 100)
Reflex Servitors,COPIED,portrait convergence reflex servitors.png,Reflex Servitors.png,100,portrait convergence reflex servitors.png (100) | portrait convergence accretion servitors.png (77) | portrait convergence attunement servitors.png (77),'portrait convergence reflex servitors.png' → 'Reflex Servitors.png'  (score 100)
Ionization Servitors,COPIED,portrait convergence ionization servitors.png,Ionization Servitors.png,100,portrait convergence ionization servitors.png (100) | portrait convergence elimination servitors.png (92) | portrait mercenary annihilation servitors.png (87),'portrait convergence ionization servitors.png' → 'Ionization Servitors.png'  (score 100)
Asphyxious the Sanctified,COPIED,portrait mercenary asphyxious the sanctified.png,Asphyxious the Sanctified.png,100,portrait mercenary asphyxious the sanctified.png (100) | portrait cryx asphyxious the hellbringer.png (72) | portrait protectorate sanctifier.png (67),'portrait mercenary asphyxious the sanctified.png' → 'Asphyxious the Sanctified.png'  (score 100)
Destructotron 3000,COPIED,portrait convergence destructotron 3000.png,Destructotron 3000.png,100,portrait convergence destructotron 3000.png (100) | portrait convergence obstructors.png (73) | CG_Toro.png (71),'portrait convergence destructotron 3000.png' → 'Destructotron 3000.png'  (score 100)
Enigma Foundry,COPIED,portrait convergence enigma foundry.png,Enigma Foundry.png,100,portrait convergence enigma foundry.png (100) | portrait infernals nicia hound of the abyss.png (57) | portrait mercenary alexia the undying.png (57),'portrait convergence enigma foundry.png' → 'Enigma Foundry.png'  (score 100)
Frustrum Locus,COPIED,portrait convergence frustum locus.png,Frustrum Locus.png,96,portrait convergence frustum locus.png (96) | portrait cygnar storm lances.png (64) | option dusk eidolon left arm force shield.png (57),'portrait convergence frustum locus.png' → 'Frustrum Locus.png'  (score 96)
J.A.I.M.s,COPIED,portrait mercenary jaims.png,J.A.I.M.s.png,71,portrait mercenary jaims.png (71) | portrait minions maximus.png (53) | Khador_Animist.png (50),'portrait mercenary jaims.png' → 'J.A.I.M.s.png'  (score 71)
Prefect Hypatia,COPIED,portrait convergence prefect hypatia.png,Prefect Hypatia.png,100,portrait convergence prefect hypatia.png (100) | portrait skorne cataphract cetrati.png (55) | portrait skorne supreme guardian.png (55),'portrait convergence prefect hypatia.png' → 'Prefect Hypatia.png'  (score 100)
Steelsoul Protector,COPIED,portrait convergence steelsoul protector.png,Steelsoul Protector.png,100,portrait convergence steelsoul protector.png (100) | portrait protectorate feora protector of the flame.png (74) | CG_Toro.png (73),'portrait convergence steelsoul protector.png' → 'Steelsoul Protector.png'  (score 100)
Clockwork Angels,COPIED,portrait convergence clockwork angels.png,Clockwork Angels.png,100,portrait convergence clockwork angels.png (100) | portrait convergence negation angels.png (64) | portrait orgoth ulkor barragers.png (60),'portrait convergence clockwork angels.png' → 'Clockwork Angels.png'  (score 100)
Eradicators,COPIED,portrait convergence eradicators.png,Eradicators.png,100,portrait convergence eradicators.png (100) | portrait crucible vindicator.png (78) | portrait protectorate exemplar cinerators.png (78),'portrait convergence eradicators.png' → 'Eradicators.png'  (score 100)
Negation Angels,COPIED,portrait convergence negation angels.png,Negation Angels.png,100,portrait convergence negation angels.png (100) | portrait legion angelius.png (83) | portrait legion archangel.png (73),'portrait convergence negation angels.png' → 'Negation Angels.png'  (score 100)
Obstructors,COPIED,portrait convergence obstructors.png,Obstructors.png,100,portrait convergence obstructors.png (100) | portrait convergence destructotron 3000.png (73) | portrait convergence reductors.png (71),'portrait convergence obstructors.png' → 'Obstructors.png'  (score 100)
Optifex Directive,COPIED,portrait convergence optifex directive.png,Optifex Directive.png,100,portrait convergence optifex directive.png (100) | portrait convergence iron mother directrix.png (69) | portrait convergence iron mother directrix & exponent servitors.png (65),'portrait convergence optifex directive.png' → 'Optifex Directive.png'  (score 100)
Perforators,COPIED,portrait convergence perforators.png,Perforators.png,100,portrait convergence perforators.png (100) | portrait convergence reciprocators.png (80) | portrait protectorate exemplar cinerators.png (78),'portrait convergence perforators.png' → 'Perforators.png'  (score 100)
Reciprocators,COPIED,portrait convergence reciprocators.png,Reciprocators.png,100,portrait convergence reciprocators.png (100) | Orgoth_Execrators3.png (76) | portrait protectorate exemplar cinerators.png (72),'portrait convergence reciprocators.png' → 'Reciprocators.png'  (score 100)
Reductors,COPIED,portrait convergence reductors.png,Reductors.png,100,portrait convergence reductors.png (100) | portrait convergence obstructors.png (88) | Orgoth_Execrators3.png (71),'portrait convergence reductors.png' → 'Reductors.png'  (score 100)
Aurum Adeptus Syvestro,COPIED,portrait crucible aurum adeptus syvestro.png,Aurum Adeptus Syvestro.png,100,portrait crucible aurum adeptus syvestro.png (100) | CG_Syvestro.png (90) | CG_AurumLegate.png (61),'portrait crucible aurum adeptus syvestro.png' → 'Aurum Adeptus Syvestro.png'  (score 100)
Aurum Legate Lukas di Morray,COPIED,portrait crucible aurum legate lukas di morray.png,Aurum Legate Lukas di Morray.png,100,portrait crucible aurum legate lukas di morray.png (100) | CG_AurumLegate.png (85) | Khador_Feral.png (58),'portrait crucible aurum legate lukas di morray.png' → 'Aurum Legate Lukas di Morray.png'  (score 100)
Captain Eira Mackay,COPIED,portrait crucible captain eira mackay.png,Captain Eira Mackay.png,100,portrait crucible captain eira mackay.png (100) | portrait cryx captain aiakaos.png (71) | portrait cygnar captain allister caine.png (68),'portrait crucible captain eira mackay.png' → 'Captain Eira Mackay.png'  (score 100)
Major Aline Bennet,COPIED,portrait crucible major aline benett.png,Major Aline Bennet.png,94,portrait crucible major aline benett.png (94) | Khador_Lupine-Apex.png (62) | Khador_Liegemen-Hunters2.png (61),'portrait crucible major aline benett.png' → 'Major Aline Bennet.png'  (score 94)
Marshal General Baldwin Gearhart & Mr. Clogg,COPIED,portrait crucible marshal general baldwin gearhart & mr clogg continued.png,Marshal General Baldwin Gearhart & Mr. Clogg.png,100,portrait crucible marshal general baldwin gearhart & mr clogg continued.png (100) | portrait crucible marshal general baldwin gearhart & mr clogg.png (100) | portrait general wall.png (65),'portrait crucible marshal general baldwin gearhart & mr clogg continued.png' → 'Marshal General Baldwin Gearhart & Mr. Clogg.png'  (score 100)
Apollo,COPIED,CG_Apollo.png,Apollo.png,100,CG_Apollo.png (100) | Cygnar_Allison-Jakes.png (67) | Khador_Nightfall.png (67),'CG_Apollo.png' → 'Apollo.png'  (score 100)
Liberator,COPIED,CG_Liberator.png,Liberator.png,100,CG_Liberator.png (100) | portrait crucible liberator.png (100) | portrait convergence transverse enumerator.png (80),'CG_Liberator.png' → 'Liberator.png'  (score 100)
Retaliator,COPIED,portrait crucible retaliator.png,Retaliator.png,100,portrait crucible retaliator.png (100) | portrait convergence tesselator.png (75) | portrait mercenary eilish garrity the dark traitor.png (75),'portrait crucible retaliator.png' → 'Retaliator.png'  (score 100)
Suppressor,COPIED,portrait crucible suppressor.png,Suppressor.png,100,portrait crucible suppressor.png (100) | portrait khador man-o-war suppressors.png (100) | portrait khador man o war suppression tanker.png (90),'portrait crucible suppressor.png' → 'Suppressor.png'  (score 100)
Toro,COPIED,CG_Toro.png,Toro.png,100,CG_Toro.png (100) | portrait mercenary toro.png (100) | CG_Liberator.png (86),'CG_Toro.png' → 'Toro.png'  (score 100)
Vanguard,COPIED,portrait mercenary vanguard.png,Vanguard.png,100,portrait mercenary vanguard.png (100) | portrait retribution dawnguard destor thane.png (88) | portrait retribution dawnguard destors.png (88),'portrait mercenary vanguard.png' → 'Vanguard.png'  (score 100)
Vindicator,COPIED,portrait crucible vindicator.png,Vindicator.png,100,portrait crucible vindicator.png (100) | portrait protectorate indictor.png (89) | portrait protectorate judicator.png (82),'portrait crucible vindicator.png' → 'Vindicator.png'  (score 100)
Vulcan,COPIED,portrait crucible vulcan.png,Vulcan.png,100,portrait crucible vulcan.png (100) | portrait orgoth vulcar forge master.png (83) | Cygnar_Fuel-Canister.png (67),'portrait crucible vulcan.png' → 'Vulcan.png'  (score 100)
Ascendant Mentalist,COPIED,CG_Ascendant-Mentalist.png,Ascendant Mentalist.png,100,CG_Ascendant-Mentalist.png (100) | portrait crucible ascendant mentalist.png (100) | portrait protectorate attendant priest.png (63),'CG_Ascendant-Mentalist.png' → 'Ascendant Mentalist.png'  (score 100)
Aurum Ominus Alyce Marc,COPIED,portrait crucible aurum ominus alyce marc.png,Aurum Ominus Alyce Marc.png,100,portrait crucible aurum ominus alyce marc.png (100) | CG_AurumOminus-BigAlyce.png (83) | CG_AurumOminus-LittleAlyce.png (74),'portrait crucible aurum ominus alyce marc.png' → 'Aurum Ominus Alyce Marc.png'  (score 100)
Crucible Guard Mechanik,COPIED,portrait crucible crucible guard mechanik.png,Crucible Guard Mechanik.png,100,portrait crucible crucible guard mechanik.png (100) | portrait crucible crucible guard assault troopers.png (76) | portrait crucible crucible guard infantry officer & standard.png (76),'portrait crucible crucible guard mechanik.png' → 'Crucible Guard Mechanik.png'  (score 100)
Doctor Alejandro Mosby,COPIED,portrait crucible doctor alejandro mosby.png,Doctor Alejandro Mosby.png,100,portrait crucible doctor alejandro mosby.png (100) | CG_Toro.png (62) | portrait crucible doctor adolpheus morely.png (59),'portrait crucible doctor alejandro mosby.png' → 'Doctor Alejandro Mosby.png'  (score 100)
Dragon's Breath Rocket,COPIED,portrait crucible dragons breath rocket.png,Dragon's Breath Rocket.png,98,portrait crucible dragons breath rocket.png (98) | portrait khador rocketeer.png (57) | portrait mercenary stannis brocker.png (57),'portrait crucible dragons breath rocket.png' → 'Dragon's Breath Rocket.png'  (score 98)
"Gorman di Wolfe, Revolutionary Agent",COPIED,merc_gorman3.png,"Gorman di Wolfe, Revolutionary Agent.png",71,merc_gorman3.png (71) | portrait mercenary gorman di wulfe rogue alchemist.png (66) | Cryx_Warden.png (63),"'merc_gorman3.png' → 'Gorman di Wolfe, Revolutionary Agent.png'  (score 71)"
"Hutchuk, Ogrun Bounty Hunter",COPIED,portrait minions hutchuk ogrun bounty hunter.png,"Hutchuk, Ogrun Bounty Hunter.png",100,portrait minions hutchuk ogrun bounty hunter.png (100) | portrait cygnar hunter.png (59) | portrait cryx black ogrun ironmongers.png (58),"'portrait minions hutchuk ogrun bounty hunter.png' → 'Hutchuk, Ogrun Bounty Hunter.png'  (score 100)"
Prospero,COPIED,portrait crucible prospero.png,Prospero.png,100,portrait crucible prospero.png (100) | portrait khador man o war shocktrooper officer.png (75) | portrait legion thagrosh prophet of everblight.png (75),'portrait crucible prospero.png' → 'Prospero.png'  (score 100)
Rocketman Ace,COPIED,portrait crucible rocketman ace.png,Rocketman Ace.png,100,portrait crucible rocketman ace.png (100) | portrait crucible crucible guard rocketman captain.png (85) | portrait crucible rocketman gunner.png (82),'portrait crucible rocketman ace.png' → 'Rocketman Ace.png'  (score 100)
Rocketman Stinger,COPIED,portrait crucible rocketman stinger.png,Rocketman Stinger.png,100,portrait crucible rocketman stinger.png (100) | portrait crucible rocketman gunner.png (79) | portrait crucible crucible guard rocketman captain.png (76),'portrait crucible rocketman stinger.png' → 'Rocketman Stinger.png'  (score 100)
Trancer,COPIED,portrait crucible trancer.png,Trancer.png,100,portrait crucible trancer.png (100) | portrait retribution soulless voidtracer.png (92) | portrait circle tharn bloodtrackers.png (86),'portrait crucible trancer.png' → 'Trancer.png'  (score 100)
Combat Alchemists,COPIED,portrait crucible combat alchemists.png,Combat Alchemists.png,100,portrait crucible combat alchemists.png (100) | portrait mercenary gorman di wulfe rogue alchemist.png (74) | portrait cygnar trencher combat engineers.png (61),'portrait crucible combat alchemists.png' → 'Combat Alchemists.png'  (score 100)
Containment Operatives,COPIED,portrait crucible containment operatives.png,Containment Operatives.png,100,portrait crucible containment operatives.png (100) | portrait protectorate attendant priest.png (59) | portrait protectorate sanctifier.png (59),'portrait crucible containment operatives.png' → 'Containment Operatives.png'  (score 100)
Crucible Guard Assault Troopers,COPIED,portrait crucible crucible guard assault troopers.png,Crucible Guard Assault Troopers.png,100,portrait crucible crucible guard assault troopers.png (100) | portrait crucible crucible guard storm troopers.png (87) | Cygnar_Assault-Strider.png (73),'portrait crucible crucible guard assault troopers.png' → 'Crucible Guard Assault Troopers.png'  (score 100)
Crucible Guard Infantry,COPIED,portrait crucible crucible guard infantry officer & standard.png,Crucible Guard Infantry.png,100,portrait crucible crucible guard infantry officer & standard.png (100) | portrait crucible crucible guard infantry.png (100) | portrait khador winter guard infantry.png (82),'portrait crucible crucible guard infantry officer & standard.png' → 'Crucible Guard Infantry.png'  (score 100)
Crucible Guard Rocketmen,COPIED,portrait crucible crucible guard rocketmen.png,Crucible Guard Rocketmen.png,100,portrait crucible crucible guard rocketmen.png (100) | portrait crucible crucible guard rocketman captain.png (96) | portrait crucible crucible guard mechanik.png (77),'portrait crucible crucible guard rocketmen.png' → 'Crucible Guard Rocketmen.png'  (score 100)
Crucible Guard Storm Troopers,COPIED,portrait crucible crucible guard storm troopers.png,Crucible Guard Storm Troopers.png,100,portrait crucible crucible guard storm troopers.png (100) | portrait crucible crucible guard assault troopers.png (88) | portrait crucible crucible guard rocketmen.png (68),'portrait crucible crucible guard storm troopers.png' → 'Crucible Guard Storm Troopers.png'  (score 100)
Failed Experiments,COPIED,portrait crucible failed experiments.png,Failed Experiments.png,100,portrait crucible failed experiments.png (100) | portrait skorne lord arbiter hexeris.png (61) | portrait mercenary morrowan battle priest.png (60),'portrait crucible failed experiments.png' → 'Failed Experiments.png'  (score 100)
Rocketmen Gunners,COPIED,portrait crucible rocketman gunner.png,Rocketmen Gunners.png,91,portrait crucible rocketman gunner.png (91) | portrait crucible rocketman stinger.png (71) | portrait cygnar trencher long gunners.png (71),'portrait crucible rocketman gunner.png' → 'Rocketmen Gunners.png'  (score 91)
The Triumvirate,COPIED,CG_Triumvirate1-Rosalind.png,The Triumvirate.png,83,CG_Triumvirate1-Rosalind.png (83) | CG_Triumvirate2-Marie.png (83) | CG_Triumvirate3-Hieronymus.png (83),'CG_Triumvirate1-Rosalind.png' → 'The Triumvirate.png'  (score 83)
"Absylonia, Daughter of Everblight",COPIED,portrait legion absylonia daughter of everblight.png,"Absylonia, Daughter of Everblight.png",100,portrait legion absylonia daughter of everblight.png (100) | portrait legion absylonia terror of everblight.png (86) | portrait legion bayal hound of everblight.png (70),"'portrait legion absylonia daughter of everblight.png' → 'Absylonia, Daughter of Everblight.png'  (score 100)"
Anamag the Doom Feaster,COPIED,portrait legion anamag the doom feaster.png,Anamag the Doom Feaster.png,100,portrait legion anamag the doom feaster.png (100) | portrait skorne hakaar the destroyer.png (67) | option cryx raptor head doom spitter.png (63),'portrait legion anamag the doom feaster.png' → 'Anamag the Doom Feaster.png'  (score 100)
"Kallus, Devastation of Everblight",COPIED,portrait legion kallus devastation of everblight.png,"Kallus, Devastation of Everblight.png",100,portrait legion kallus devastation of everblight.png (100) | portrait legion kallus wrath of everblight.png (78) | portrait legion rhyas talons of everblight.png (75),"'portrait legion kallus devastation of everblight.png' → 'Kallus, Devastation of Everblight.png'  (score 100)"
"Thagrosh, the Messiah",COPIED,portrait legion thagrosh the messiah.png,"Thagrosh, the Messiah.png",100,portrait legion thagrosh the messiah.png (100) | portrait legion thagrosh hellborne.png (62) | portrait legion thagrosh prophet of everblight.png (62),"'portrait legion thagrosh the messiah.png' → 'Thagrosh, the Messiah.png'  (score 100)"
Angelius,COPIED,portrait legion angelius.png,Angelius.png,100,portrait legion angelius.png (100) | portrait convergence clockwork angels.png (86) | portrait convergence negation angels.png (86),'portrait legion angelius.png' → 'Angelius.png'  (score 100)
Archangel,COPIED,portrait legion archangel.png,Archangel.png,100,portrait legion archangel.png (100) | portrait cygnar charger.png (78) | option cygnar stryker head relentless charge.png (67),'portrait legion archangel.png' → 'Archangel.png'  (score 100)
Blightbringer,COPIED,portrait legion blightbringer.png,Blightbringer.png,100,portrait legion blightbringer.png (100) | portrait cryx asphyxious the hellbringer.png (76) | portrait protectorate flame bringers.png (67),'portrait legion blightbringer.png' → 'Blightbringer.png'  (score 100)
Carnivean,COPIED,portrait legion carnivean.png,Carnivean.png,100,portrait legion carnivean.png (100) | portrait circle bradigus thorle the runecarver.png (67) | portrait circle wold guardian.png (67),'portrait legion carnivean.png' → 'Carnivean.png'  (score 100)
Golab,COPIED,portrait legion golab.png,Golab.png,100,portrait legion golab.png (100) | portrait khador grolar.png (80) | Khador_Shearlings-Goat.png (67),'portrait legion golab.png' → 'Golab.png'  (score 100)
Harrier,COPIED,portrait legion harrier.png,Harrier.png,100,portrait legion harrier.png (100) | portrait orgoth rhok harriers.png (100) | option dusk eidolon head force barrier.png (92),'portrait legion harrier.png' → 'Harrier.png'  (score 100)
Naga Nightlurker,COPIED,portrait legion naga nightlurker.png,Naga Nightlurker.png,100,portrait legion naga nightlurker.png (100) | portrait khymaera kyrrax the unrelenting night.png (67) | portrait cryx nightmare.png (62),'portrait legion naga nightlurker.png' → 'Naga Nightlurker.png'  (score 100)
Neraph,COPIED,portrait legion neraph.png,Neraph.png,100,portrait legion neraph.png (100) | portrait legion seraph.png (91) | portrait legion teraph.png (91),'portrait legion neraph.png' → 'Neraph.png'  (score 100)
Proteus,COPIED,portrait legion proteus.png,Proteus.png,100,portrait legion proteus.png (100) | option southern kriels deep troll head cantankerous.png (73) | portrait cryx lord exhumator scaverous.png (73),'portrait legion proteus.png' → 'Proteus.png'  (score 100)
Raek,COPIED,portrait legion raek.png,Raek.png,100,portrait legion raek.png (100) | Orgoth_Azhdarak.png (86) | CG_Triumvirate1-Rosalind.png (75),'portrait legion raek.png' → 'Raek.png'  (score 100)
Ravagore,COPIED,portrait legion ravagore.png,Ravagore.png,100,portrait legion ravagore.png (100) | portrait legion belphagore.png (77) | portrait skorne cyclops savage.png (77),'portrait legion ravagore.png' → 'Ravagore.png'  (score 100)
Scythean,COPIED,portrait legion scythean.png,Scythean.png,100,portrait legion scythean.png (100) | portrait mercenary scythe.png (86) | option orgoth tyrant right arm scything flail.png (75),'portrait legion scythean.png' → 'Scythean.png'  (score 100)
Seraph,COPIED,portrait legion seraph.png,Seraph.png,100,portrait legion seraph.png (100) | portrait legion neraph.png (91) | portrait legion teraph.png (91),'portrait legion seraph.png' → 'Seraph.png'  (score 100)
Shredder,COPIED,option orgoth tyrant right arm shredder.png,Shredder.png,100,option orgoth tyrant right arm shredder.png (100) | portrait legion mekanoshredder.png (100) | portrait legion shredder.png (100),'option orgoth tyrant right arm shredder.png' → 'Shredder.png'  (score 100)
Stinger,COPIED,portrait crucible rocketman stinger.png,Stinger.png,100,portrait crucible rocketman stinger.png (100) | portrait legion stinger.png (100) | portrait cryx hellslinger phantom.png (86),'portrait crucible rocketman stinger.png' → 'Stinger.png'  (score 100)
Teraph,COPIED,portrait legion teraph.png,Teraph.png,100,portrait legion teraph.png (100) | portrait legion neraph.png (91) | portrait legion seraph.png (91),'portrait legion teraph.png' → 'Teraph.png'  (score 100)
Typhon,COPIED,portrait legion typhon.png,Typhon.png,100,portrait legion typhon.png (100) | Cryx_Cognifex-Cyphon.png (91) | portrait mercenary cognifex cyphon.png (91),'portrait legion typhon.png' → 'Typhon.png'  (score 100)
Ammok the Truthbearer,COPIED,portrait legion ammok the truthbearer.png,Ammok the Truthbearer.png,100,portrait legion ammok the truthbearer.png (100) | portrait circle bradigus thorle the runecarver.png (67) | portrait grymkin the dreamer.png (65),'portrait legion ammok the truthbearer.png' → 'Ammok the Truthbearer.png'  (score 100)
Blighted Nyss Shepherd,COPIED,portrait legion blighted nyss shepherd.png,Blighted Nyss Shepherd.png,100,portrait legion blighted nyss shepherd.png (100) | portrait legion blighted nyss scather crew.png (82) | portrait legion blighted nyss archers.png (79),'portrait legion blighted nyss shepherd.png' → 'Blighted Nyss Shepherd.png'  (score 100)
Forsaken,COPIED,portrait legion the forsaken.png,Forsaken.png,100,portrait legion the forsaken.png (100) | portrait protectorate feora the forsaken.png (100) | portrait cryx kraken.png (77),'portrait legion the forsaken.png' → 'Forsaken.png'  (score 100)
Grotesque Assassin,COPIED,portrait legion grotesque assassin.png,Grotesque Assassin.png,100,portrait legion grotesque assassin.png (100) | portrait dusk mage hunter assassin.png (73) | portrait retribution mage hunter assassin.png (73),'portrait legion grotesque assassin.png' → 'Grotesque Assassin.png'  (score 100)
Thagrosh Hellborne,COPIED,portrait legion thagrosh hellborne.png,Thagrosh Hellborne.png,100,portrait legion thagrosh hellborne.png (100) | portrait cryx asphyxious the hellbringer.png (67) | portrait legion thagrosh prophet of everblight.png (67),'portrait legion thagrosh hellborne.png' → 'Thagrosh Hellborne.png'  (score 100)
Warmonger War Chief,COPIED,portrait legion warmonger war chief.png,Warmonger War Chief.png,100,portrait legion warmonger war chief.png (100) | portrait legion warspear chieftain.png (65) | portrait circle tharn ravager chieftain.png (63),'portrait legion warmonger war chief.png' → 'Warmonger War Chief.png'  (score 100)
Blighted Ogrun Warmongers,COPIED,portrait legion blighted ogrun warmongers.png,Blighted Ogrun Warmongers.png,100,portrait legion blighted ogrun warmongers.png (100) | portrait legion blighted ogrun warspears.png (86) | portrait cryx black ogrun ironmongers.png (71),'portrait legion blighted ogrun warmongers.png' → 'Blighted Ogrun Warmongers.png'  (score 100)
Blighted Ogrun Warspears,COPIED,portrait legion blighted ogrun warspears.png,Blighted Ogrun Warspears.png,100,portrait legion blighted ogrun warspears.png (100) | portrait legion blighted ogrun warmongers.png (83) | portrait legion blighted nyss archers.png (71),'portrait legion blighted ogrun warspears.png' → 'Blighted Ogrun Warspears.png'  (score 100)
Blighted Rotwings,COPIED,portrait legion blighted rotwings.png,Blighted Rotwings.png,100,portrait legion blighted rotwings.png (100) | portrait cryx blighted trollkin marauders.png (76) | portrait legion blight archon.png (67),'portrait legion blighted rotwings.png' → 'Blighted Rotwings.png'  (score 100)
Chosen of Everblight,COPIED,portrait legion chosen of everblight.png,Chosen of Everblight.png,100,portrait legion chosen of everblight.png (100) | portrait legion bethayne voice of everblight.png (89) | portrait legion kallus devastation of everblight.png (89),'portrait legion chosen of everblight.png' → 'Chosen of Everblight.png'  (score 100)
Grotesque Banshees,COPIED,portrait legion grotesque banshees.png,Grotesque Banshees.png,100,portrait legion grotesque banshees.png (100) | portrait legion grotesque raiders.png (74) | portrait legion grotesque assassin.png (72),'portrait legion grotesque banshees.png' → 'Grotesque Banshees.png'  (score 100)
Grotesque Raiders,COPIED,portrait legion grotesque raiders.png,Grotesque Raiders.png,100,portrait legion grotesque raiders.png (100) | portrait cryx blackbanes ghost raiders.png (73) | portrait legion grotesque assassin.png (71),'portrait legion grotesque raiders.png' → 'Grotesque Raiders.png'  (score 100)
Hellmouth,COPIED,portrait legion hellmouth.png,Hellmouth.png,100,portrait legion hellmouth.png (100) | Khador_Behemoth.png (80) | portrait khador behemoth.png (80),'portrait legion hellmouth.png' → 'Hellmouth.png'  (score 100)
Iona the Unseen,COPIED,portrait circle iona the unseen.png,Iona the Unseen.png,100,portrait circle iona the unseen.png (100) | portrait khymaera kyrrax the unrelenting night.png (73) | portrait mercenary alexia the undying.png (69),'portrait circle iona the unseen.png' → 'Iona the Unseen.png'  (score 100)
"Kromac, Champion of the Wurm",COPIED,portrait circle kromac champion of the wurm.png,"Kromac, Champion of the Wurm.png",100,portrait circle kromac champion of the wurm.png (100) | portrait protectorate champion of the order of the wall.png (71) | portrait trollblood madrak ironhide champion of the kriels.png (71),"'portrait circle kromac champion of the wurm.png' → 'Kromac, Champion of the Wurm.png'  (score 100)"
Tanith the Feral Song,COPIED,portrait circle tanith the feral song.png,Tanith the Feral Song.png,100,portrait circle tanith the feral song.png (100) | portrait cryx necrosurgeon & stitch thralls.png (65) | portrait infernals the wretch.png (64),'portrait circle tanith the feral song.png' → 'Tanith the Feral Song.png'  (score 100)
"Wurmwood, Tree of Fate & Cassius",COPIED,portrait circle wurmwood tree of fate & cassius the oathkeeper.png,"Wurmwood, Tree of Fate & Cassius.png",100,portrait circle wurmwood tree of fate & cassius the oathkeeper.png (100) | portrait circle wurmwood & cassius.png (72) | CG_Toro.png (57),"'portrait circle wurmwood tree of fate & cassius the oathkeeper.png' → 'Wurmwood, Tree of Fate & Cassius.png'  (score 100)"
Argus Moonhound,COPIED,portrait circle argus moonhound.png,Argus Moonhound.png,100,portrait circle argus moonhound.png (100) | Orgoth_Charnel-Hound.png (62) | portrait circle kaya the moonhunter.png (62),'portrait circle argus moonhound.png' → 'Argus Moonhound.png'  (score 100)
Feral Warpwolf,COPIED,portrait circle feral warpwolf.png,Feral Warpwolf.png,100,portrait circle feral warpwolf.png (100) | portrait circle warpwolf stalker.png (79) | portrait circle pureblood warpwolf.png (78),'portrait circle feral warpwolf.png' → 'Feral Warpwolf.png'  (score 100)
Ghetorix,COPIED,portrait circle ghetorix.png,Ghetorix.png,100,portrait circle ghetorix.png (100) | portrait convergence iron mother directrix.png (71) | Khador_Strix.png (67),'portrait circle ghetorix.png' → 'Ghetorix.png'  (score 100)
Gnarlhorn Satyr,COPIED,portrait circle gnarlhorn satyr.png,Gnarlhorn Satyr.png,100,portrait circle gnarlhorn satyr.png (100) | portrait circle rip horn satyr.png (80) | portrait circle shadowhorn satyr.png (80),'portrait circle gnarlhorn satyr.png' → 'Gnarlhorn Satyr.png'  (score 100)
