Model Name,Action,Source File,Target File,Score,Top 3 Candidates,Message
Manticore,COPIED,portrait retribution manticore.png,Manticore.png,100,portrait retribution manticore.png (100) | option southern kriels deep troll right arm anchor.png (71) | portrait khador decimator.png (71),'portrait retribution manticore.png' → 'Manticore.png'  (score 100)
Phoenix,COPIED,portrait retribution phoenix.png,Phoenix.png,100,portrait retribution phoenix.png (100) | Cryx_Cognifex-Cyphon.png (73) | portrait legion typhon.png (73),'portrait retribution phoenix.png' → 'Phoenix.png'  (score 100)
Helios,COPIED,portrait retribution helios.png,Helios.png,100,portrait retribution helios.png (100) | portrait legion blighted nyss sorceress & hellion.png (83) | Cygnar_Borealis.png (73),'portrait retribution helios.png' → 'Helios.png'  (score 100)
Hyperion,COPIED,portrait retribution hyperion.png,Hyperion.png,100,portrait retribution hyperion.png (100) | portrait convergence forge master syntherion.png (86) | portrait skorne tiberion.png (77),'portrait retribution hyperion.png' → 'Hyperion.png'  (score 100)
Dawnguard Trident,COPIED,portrait retribution dawnguard trident.png,Dawnguard Trident.png,100,portrait retribution dawnguard trident.png (100) | portrait retribution dawnguard destor thane.png (76) | portrait retribution dawnguard destors.png (76),'portrait retribution dawnguard trident.png' → 'Dawnguard Trident.png'  (score 100)
"Aelyth Vyr, Blade of Nyssor",COPIED,portrait retribution aelyth vyr blade of nyssor.png,"Aelyth Vyr, Blade of Nyssor.png",100,portrait retribution aelyth vyr blade of nyssor.png (100) | portrait protectorate thyra flame of sorrow.png (65) | portrait retribution priest of nyssor.png (60),"'portrait retribution aelyth vyr blade of nyssor.png' → 'Aelyth Vyr, Blade of Nyssor.png'  (score 100)"
Dawnguard Destor Thane,COPIED,portrait retribution dawnguard destor thane.png,Dawnguard Destor Thane.png,100,portrait retribution dawnguard destor thane.png (100) | portrait retribution dawnguard destors.png (82) | portrait retribution dawnguard sentinels.png (68),'portrait retribution dawnguard destor thane.png' → 'Dawnguard Destor Thane.png'  (score 100)
Dawnguard Sentinel Scyir,COPIED,portrait retribution dawnguard sentinel scyir.png,Dawnguard Sentinel Scyir.png,100,portrait retribution dawnguard sentinel scyir.png (100) | portrait retribution dawnguard sentinels.png (88) | portrait retribution dawnguard sentinel officer & standard.png (86),'portrait retribution dawnguard sentinel scyir.png' → 'Dawnguard Sentinel Scyir.png'  (score 100)
Fane Knight Guardian,COPIED,portrait retribution fane knight guardian.png,Fane Knight Guardian.png,100,portrait retribution fane knight guardian.png (100) | portrait retribution fane knight skeryth issyen.png (71) | portrait protectorate guardian.png (69),'portrait retribution fane knight guardian.png' → 'Fane Knight Guardian.png'  (score 100)
Fane Knight Skeryth Issyen,COPIED,portrait retribution fane knight skeryth issyen.png,Fane Knight Skeryth Issyen.png,100,portrait retribution fane knight skeryth issyen.png (100) | portrait retribution fane knight guardian.png (65) | portrait protectorate knights exemplar seneschal.png (62),'portrait retribution fane knight skeryth issyen.png' → 'Fane Knight Skeryth Issyen.png'  (score 100)
"Lanyssa Ryssyl, Nyss Sorceress",COPIED,portrait minions lanyssa ryssyl nyss sorceress.png,"Lanyssa Ryssyl, Nyss Sorceress.png",100,portrait minions lanyssa ryssyl nyss sorceress.png (100) | Dusk_Lanyssa-Ryssyl.png (85) | FaneOfNyrro_Dusk_Lanyssa-Ryssyl.png (67),"'portrait minions lanyssa ryssyl nyss sorceress.png' → 'Lanyssa Ryssyl, Nyss Sorceress.png'  (score 100)"
Priest of Nyssor,COPIED,portrait retribution priest of nyssor.png,Priest of Nyssor.png,100,portrait retribution priest of nyssor.png (100) | portrait retribution aelyth vyr blade of nyssor.png (81) | portrait cryx satyxis blood priestess.png (64),'portrait retribution priest of nyssor.png' → 'Priest of Nyssor.png'  (score 100)
Cylena Raefyll & Nyss Hunters,COPIED,portrait mercenary cylena raefyll & nyss hunters.png,Cylena Raefyll & Nyss Hunters.png,100,portrait mercenary cylena raefyll & nyss hunters.png (100) | Dusk_Cylena-Raefyll.png (85) | Cygnar_Raider.png (70),'portrait mercenary cylena raefyll & nyss hunters.png' → 'Cylena Raefyll & Nyss Hunters.png'  (score 100)
Dawnguard Destors,COPIED,portrait retribution dawnguard destors.png,Dawnguard Destors.png,100,portrait retribution dawnguard destors.png (100) | portrait retribution dawnguard destor thane.png (94) | portrait retribution dawnguard trident.png (76),'portrait retribution dawnguard destors.png' → 'Dawnguard Destors.png'  (score 100)
Dawnguard Invictors,COPIED,portrait retribution dawnguard invictors.png,Dawnguard Invictors.png,100,portrait retribution dawnguard invictors.png (100) | portrait retribution dawnguard invictor officer & standard.png (95) | portrait retribution dawnguard destors.png (78),'portrait retribution dawnguard invictors.png' → 'Dawnguard Invictors.png'  (score 100)
Dawnguard Sentinels,COPIED,portrait retribution dawnguard sentinels.png,Dawnguard Sentinels.png,100,portrait retribution dawnguard sentinels.png (100) | portrait retribution dawnguard sentinel officer & standard.png (95) | portrait retribution dawnguard sentinel scyir.png (95),'portrait retribution dawnguard sentinels.png' → 'Dawnguard Sentinels.png'  (score 100)
House Shyeel Arcanists,COPIED,portrait retribution house shyeel arcanists.png,House Shyeel Arcanists.png,100,portrait retribution house shyeel arcanists.png (100) | portrait retribution house shyeel magister.png (79) | portrait retribution house shyeel artificer.png (73),'portrait retribution house shyeel arcanists.png' → 'House Shyeel Arcanists.png'  (score 100)
Ryssovass Defenders,COPIED,portrait retribution ryssovass defenders.png,Ryssovass Defenders.png,100,portrait retribution ryssovass defenders.png (100) | portrait cygnar defender.png (69) | portrait mercenary kayazy assassin underboss.png (63),'portrait retribution ryssovass defenders.png' → 'Ryssovass Defenders.png'  (score 100)
Stormfall Archers,COPIED,portrait retribution stormfall archers.png,Stormfall Archers.png,100,portrait retribution stormfall archers.png (100) | portrait cygnar stormsmith stormcaller.png (71) | portrait cygnar storm caller.png (69),'portrait retribution stormfall archers.png' → 'Stormfall Archers.png'  (score 100)
Basilisk Krea,COPIED,portrait skorne basilisk krea.png,Basilisk Krea.png,100,portrait skorne basilisk krea.png (100) | portrait skorne basilisk drake.png (85) | portrait dusk dreadguard archers.png (62),'portrait skorne basilisk krea.png' → 'Basilisk Krea.png'  (score 100)
Cyclopes Brute,COPIED,portrait skorne cyclops brute.png,Cyclopes Brute.png,96,portrait skorne cyclops brute.png (96) | portrait skorne cyclops raider.png (71) | portrait cryx mechanithrall brute.png (67),'portrait skorne cyclops brute.png' → 'Cyclopes Brute.png'  (score 96)
Cyclopes Raider,COPIED,portrait skorne cyclops raider.png,Cyclopes Raider.png,97,portrait skorne cyclops raider.png (97) | portrait skorne cyclops brute.png (71) | Cygnar_Raider.png (70),'portrait skorne cyclops raider.png' → 'Cyclopes Raider.png'  (score 97)
Cyclopes Savage,COPIED,portrait skorne cyclops savage.png,Cyclopes Savage.png,97,portrait skorne cyclops savage.png (97) | portrait skorne cyclops shaman.png (76) | portrait skorne cyclops raider.png (69),'portrait skorne cyclops savage.png' → 'Cyclopes Savage.png'  (score 97)
Razor Worm,COPIED,portrait skorne razor worm.png,Razor Worm.png,100,portrait skorne razor worm.png (100) | Khador_Razor-Warjack.png (80) | portrait minions razor boar.png (80),'portrait skorne razor worm.png' → 'Razor Worm.png'  (score 100)
Archidon,COPIED,portrait skorne archidon.png,Archidon.png,100,portrait skorne archidon.png (100) | portrait grymkin defiled archon.png (86) | portrait legion blight archon.png (86),'portrait skorne archidon.png' → 'Archidon.png'  (score 100)
Bronzeback Titan,COPIED,portrait skorne bronzeback titan.png,Bronzeback Titan.png,100,portrait skorne bronzeback titan.png (100) | portrait minions ironback spitter.png (65) | portrait khador black ivan.png (64),'portrait skorne bronzeback titan.png' → 'Bronzeback Titan.png'  (score 100)
Molik Karn,COPIED,portrait skorne molik karn.png,Molik Karn.png,100,portrait skorne molik karn.png (100) | portrait orgoth soul cairn.png (63) | portrait skorne basilisk krea.png (63),'portrait skorne molik karn.png' → 'Molik Karn.png'  (score 100)
Rhinodon,COPIED,portrait skorne rhinodon.png,Rhinodon.png,100,portrait skorne rhinodon.png (100) | portrait skorne archidon.png (80) | portrait convergence eminent configurator orion.png (67),'portrait skorne rhinodon.png' → 'Rhinodon.png'  (score 100)
Tiberion,COPIED,portrait skorne tiberion.png,Tiberion.png,100,portrait skorne tiberion.png (100) | portrait convergence forge master syntherion.png (80) | portrait khador greylord ternion.png (80),'portrait skorne tiberion.png' → 'Tiberion.png'  (score 100)
Titan Cannoneer,COPIED,portrait skorne titan cannoneer.png,Titan Cannoneer.png,100,portrait skorne titan cannoneer.png (100) | option cryx malefactor left arm vexing cannon.png (72) | option khador dire wolf right arm cannon.png (67),'portrait skorne titan cannoneer.png' → 'Titan Cannoneer.png'  (score 100)
Titan Gladiator,COPIED,portrait skorne titan gladiator.png,Titan Gladiator.png,100,portrait skorne titan gladiator.png (100) | portrait crucible retaliator.png (70) | CG_Liberator.png (67),'portrait skorne titan gladiator.png' → 'Titan Gladiator.png'  (score 100)
Titan Sentry,COPIED,portrait skorne titan sentry.png,Titan Sentry.png,100,portrait skorne titan sentry.png (100) | portrait circle sentry stone & mannikins.png (67) | portrait khador kapitan ekaterina baranova.png (67),'portrait skorne titan sentry.png' → 'Titan Sentry.png'  (score 100)
Desert Hydra,COPIED,portrait skorne desert hydra.png,Desert Hydra.png,100,portrait skorne desert hydra.png (100) | portrait khador sergeant dragos dragadovich.png (67) | portrait retribution hydra.png (67),'portrait skorne desert hydra.png' → 'Desert Hydra.png'  (score 100)
Mammoth,COPIED,portrait skorne mammoth.png,Mammoth.png,100,portrait skorne mammoth.png (100) | Khador_Behemoth.png (73) | portrait khador behemoth.png (73),'portrait skorne mammoth.png' → 'Mammoth.png'  (score 100)
Siege Animantarax,COPIED,portrait skorne siege animantarax.png,Siege Animantarax.png,100,portrait skorne siege animantarax.png (100) | portrait orgoth siege tarask.png (69) | portrait khador man o war siege chariot.png (60),'portrait skorne siege animantarax.png' → 'Siege Animantarax.png'  (score 100)
Adeptius Marketh,COPIED,portrait skorne aptimus marketh.png,Adeptius Marketh.png,90,portrait skorne aptimus marketh.png (90) | portrait retribution adeptis rahn.png (71) | portrait circle bradigus thorle the runecarver.png (62),'portrait skorne aptimus marketh.png' → 'Adeptius Marketh.png'  (score 90)
Mortitheurge Willbreaker,COPIED,portrait skorne mortitheurge willbreaker.png,Mortitheurge Willbreaker.png,100,portrait skorne mortitheurge willbreaker.png (100) | Cygnar_Beaker.png (63) | Cryx_Hellraker.png (62),'portrait skorne mortitheurge willbreaker.png' → 'Mortitheurge Willbreaker.png'  (score 100)
Tyrant Rhadeim,COPIED,portrait skorne tyrant rhadeim.png,Tyrant Rhadeim.png,100,portrait skorne tyrant rhadeim.png (100) | option orgoth tyrant head relentless charge.png (79) | option orgoth tyrant head arcane vortex.png (71),'portrait skorne tyrant rhadeim.png' → 'Tyrant Rhadeim.png'  (score 100)
Tyrant Zaadesh,COPIED,portrait skorne lord tyrant zaadesh.png,Tyrant Zaadesh.png,100,portrait skorne lord tyrant zaadesh.png (100) | portrait skorne tyrant zaadesh.png (100) | option orgoth tyrant head hunter.png (71),'portrait skorne lord tyrant zaadesh.png' → 'Tyrant Zaadesh.png'  (score 100)
Venator Dakar,COPIED,portrait skorne venator dakar.png,Venator Dakar.png,100,portrait skorne venator dakar.png (100) | portrait skorne venator catapult crew.png (77) | portrait skorne venator flayer cannon crew.png (70),'portrait skorne venator dakar.png' → 'Venator Dakar.png'  (score 100)
Cataphract Arcuarii,COPIED,portrait skorne cataphract arcuarii.png,Cataphract Arcuarii.png,100,portrait skorne cataphract arcuarii.png (100) | portrait skorne cataphract cetrati.png (76) | portrait skorne cataphract incindiarii.png (74),'portrait skorne cataphract arcuarii.png' → 'Cataphract Arcuarii.png'  (score 100)
Cataphract Cetrati,COPIED,portrait skorne cataphract cetrati.png,Cataphract Cetrati.png,100,portrait skorne cataphract cetrati.png (100) | portrait skorne cataphract arcuarii.png (78) | portrait skorne cataphract incindiarii.png (72),'portrait skorne cataphract cetrati.png' → 'Cataphract Cetrati.png'  (score 100)
Cataphract Incindiarii,COPIED,portrait skorne cataphract incindiarii.png,Cataphract Incindiarii.png,100,portrait skorne cataphract incindiarii.png (100) | portrait skorne cataphract arcuarii.png (78) | portrait skorne cataphract cetrati.png (70),'portrait skorne cataphract incindiarii.png' → 'Cataphract Incindiarii.png'  (score 100)
Legends of Halaak,COPIED,portrait skorne legends of halaak.png,Legends of Halaak.png,100,portrait skorne legends of halaak.png (100) | portrait skorne xerxis fury of halaak.png (74) | portrait protectorate daughters of the flame.png (59),'portrait skorne legends of halaak.png' → 'Legends of Halaak.png'  (score 100)
Paingiver Beast Handlers,COPIED,portrait skorne paingiver beast handlers.png,Paingiver Beast Handlers.png,100,portrait skorne paingiver beast handlers.png (100) | portrait skorne paingiver task master.png (71) | portrait skorne paingiver bloodrunners.png (65),'portrait skorne paingiver beast handlers.png' → 'Paingiver Beast Handlers.png'  (score 100)
Praetorian Ferox,COPIED,portrait skorne praetorian ferox.png,Praetorian Ferox.png,100,portrait skorne praetorian ferox.png (100) | portrait skorne praetorian karax officer & standard.png (81) | portrait skorne praetorian karax.png (81),'portrait skorne praetorian ferox.png' → 'Praetorian Ferox.png'  (score 100)
Praetorian Karax,COPIED,portrait skorne praetorian karax officer & standard.png,Praetorian Karax.png,100,portrait skorne praetorian karax officer & standard.png (100) | portrait skorne praetorian karax.png (100) | portrait skorne praetorian ferox.png (81),'portrait skorne praetorian karax officer & standard.png' → 'Praetorian Karax.png'  (score 100)
